HAID,FID,HID,NR,ZEIT_ANKUFT,ZEIT_ABFAHRT
1024002015032,1024002015,10218,32,11:37:19,11:37:49
1024002015033,1024002015,10194,33,11:39:11,11:39:41
1024002015034,1024002015,10274,34,11:40:36,11:41:06
1024002015035,1024002015,10199,35,11:42:08,11:42:38
1024002015036,1024002015,10233,36,11:43:42,11:44:12
1024002015037,1024002015,10251,37,11:45:06,11:45:36
1024002015038,1024002015,10321,38,11:46:30,11:47:00
1024002015039,1024002015,10323,39,11:47:43,11:48:13
1024002015040,1024002015,10289,40,11:49:30,
1024002016001,1024002016,10165,1,,11:00:00
1024002016002,1024002016,10185,2,11:00:40,11:01:10
1024002016003,1024002016,10322,3,11:02:01,11:02:31
1024002016004,1024002016,10224,4,11:03:38,11:04:08
1024002016005,1024002016,10275,5,11:05:22,11:05:52
1024002016006,1024002016,10286,6,11:06:57,11:07:27
1024002016007,1024002016,10301,7,11:08:14,11:08:44
1024002016008,1024002016,10221,8,11:09:44,11:10:14
1024002016009,1024002016,10232,9,11:10:46,11:11:16
1024002016010,1024002016,10156,10,11:12:13,11:12:43
1024002016011,1024002016,10256,11,11:13:25,11:13:55
1024002016012,1024002016,10285,12,11:15:01,11:15:31
1024002016013,1024002016,10193,13,11:16:13,11:16:43
1024002016014,1024002016,10319,14,11:17:22,11:17:52
1024002016015,1024002016,10180,15,11:18:39,11:19:09
1024002016016,1024002016,10242,16,11:19:59,11:20:29
1024002016017,1024002016,10209,17,11:21:01,11:21:31
1024002016018,1024002016,10195,18,11:22:10,11:22:40
1024002016019,1024002016,10189,19,11:23:29,11:23:59
1024002016020,1024002016,10188,20,11:24:41,11:25:11
1024002016021,1024002016,10206,21,11:25:57,11:26:27
1024002016022,1024002016,10239,22,11:27:16,11:27:46
1024002016023,1024002016,10176,23,11:28:31,11:29:01
1024002016024,1024002016,10260,24,11:30:15,11:30:45
1024002016025,1024002016,10254,25,11:31:31,11:32:01
1024002016026,1024002016,10217,26,11:32:38,11:33:08
1024002016027,1024002016,10307,27,11:34:06,11:34:36
1024002016028,1024002016,10228,28,11:35:55,11:36:25
1024002016029,1024002016,10279,29,11:37:28,11:37:58
1024002016030,1024002016,10236,30,11:38:40,11:39:10
1024002016031,1024002016,10160,31,11:40:06,11:40:36
1024002016032,1024002016,10218,32,11:41:19,11:41:49
1024002016033,1024002016,10194,33,11:43:11,11:43:41
1024002016034,1024002016,10274,34,11:44:36,11:45:06
1024002016035,1024002016,10199,35,11:46:08,11:46:38
1024002016036,1024002016,10233,36,11:47:42,11:48:12
1024002016037,1024002016,10251,37,11:49:06,11:49:36
1024002016038,1024002016,10321,38,11:50:30,11:51:00
1024002016039,1024002016,10323,39,11:51:43,11:52:13
1024002016040,1024002016,10289,40,11:53:30,
1024002017001,1024002017,10165,1,,11:04:00
1024002017002,1024002017,10185,2,11:04:40,11:05:10
1024002017003,1024002017,10322,3,11:06:01,11:06:31
1024002017004,1024002017,10224,4,11:07:38,11:08:08
1024002017005,1024002017,10275,5,11:09:22,11:09:52
1024002017006,1024002017,10286,6,11:10:57,11:11:27
1024002017007,1024002017,10301,7,11:12:14,11:12:44
1024002017008,1024002017,10221,8,11:13:44,11:14:14
1024002017009,1024002017,10232,9,11:14:46,11:15:16
1024002017010,1024002017,10156,10,11:16:13,11:16:43
1024002017011,1024002017,10256,11,11:17:25,11:17:55
1024002017012,1024002017,10285,12,11:19:01,11:19:31
1024002017013,1024002017,10193,13,11:20:13,11:20:43
1024002017014,1024002017,10319,14,11:21:22,11:21:52
1024002017015,1024002017,10180,15,11:22:39,11:23:09
1024002017016,1024002017,10242,16,11:23:59,11:24:29
1024002017017,1024002017,10209,17,11:25:01,11:25:31
1024002017018,1024002017,10195,18,11:26:10,11:26:40
1024002017019,1024002017,10189,19,11:27:29,11:27:59
1024002017020,1024002017,10188,20,11:28:41,11:29:11
1024002017021,1024002017,10206,21,11:29:57,11:30:27
1024002017022,1024002017,10239,22,11:31:16,11:31:46
1024002017023,1024002017,10176,23,11:32:31,11:33:01
1024002017024,1024002017,10260,24,11:34:15,11:34:45
1024002017025,1024002017,10254,25,11:35:31,11:36:01
1024002017026,1024002017,10217,26,11:36:38,11:37:08
1024002017027,1024002017,10307,27,11:38:06,11:38:36
1024002017028,1024002017,10228,28,11:39:55,11:40:25
1024002017029,1024002017,10279,29,11:41:28,11:41:58
1024002017030,1024002017,10236,30,11:42:40,11:43:10
1024002017031,1024002017,10160,31,11:44:06,11:44:36
1024002017032,1024002017,10218,32,11:45:19,11:45:49
1024002017033,1024002017,10194,33,11:47:11,11:47:41
1024002017034,1024002017,10274,34,11:48:36,11:49:06
1024002017035,1024002017,10199,35,11:50:08,11:50:38
1024002017036,1024002017,10233,36,11:51:42,11:52:12
1024002017037,1024002017,10251,37,11:53:06,11:53:36
1024002017038,1024002017,10321,38,11:54:30,11:55:00
1024002017039,1024002017,10323,39,11:55:43,11:56:13
1024002017040,1024002017,10289,40,11:57:30,
1024002018001,1024002018,10165,1,,11:08:00
1024002018002,1024002018,10185,2,11:08:40,11:09:10
1024002018003,1024002018,10322,3,11:10:01,11:10:31
1024002018004,1024002018,10224,4,11:11:38,11:12:08
1024002018005,1024002018,10275,5,11:13:22,11:13:52
1024002018006,1024002018,10286,6,11:14:57,11:15:27
1024002018007,1024002018,10301,7,11:16:14,11:16:44
1024002018008,1024002018,10221,8,11:17:44,11:18:14
1024002018009,1024002018,10232,9,11:18:46,11:19:16
1024002018010,1024002018,10156,10,11:20:13,11:20:43
1024002018011,1024002018,10256,11,11:21:25,11:21:55
1024002018012,1024002018,10285,12,11:23:01,11:23:31
1024002018013,1024002018,10193,13,11:24:13,11:24:43
1024002018014,1024002018,10319,14,11:25:22,11:25:52
1024002018015,1024002018,10180,15,11:26:39,11:27:09
1024002018016,1024002018,10242,16,11:27:59,11:28:29
1024002018017,1024002018,10209,17,11:29:01,11:29:31
1024002018018,1024002018,10195,18,11:30:10,11:30:40
1024002018019,1024002018,10189,19,11:31:29,11:31:59
1024002018020,1024002018,10188,20,11:32:41,11:33:11
1024002018021,1024002018,10206,21,11:33:57,11:34:27
1024002018022,1024002018,10239,22,11:35:16,11:35:46
1024002018023,1024002018,10176,23,11:36:31,11:37:01
1024002018024,1024002018,10260,24,11:38:15,11:38:45
1024002018025,1024002018,10254,25,11:39:31,11:40:01
1024002018026,1024002018,10217,26,11:40:38,11:41:08
1024002018027,1024002018,10307,27,11:42:06,11:42:36
1024002018028,1024002018,10228,28,11:43:55,11:44:25
1024002018029,1024002018,10279,29,11:45:28,11:45:58
1024002018030,1024002018,10236,30,11:46:40,11:47:10
1024002018031,1024002018,10160,31,11:48:06,11:48:36
1024002018032,1024002018,10218,32,11:49:19,11:49:49
1024002018033,1024002018,10194,33,11:51:11,11:51:41
1024002018034,1024002018,10274,34,11:52:36,11:53:06
1024002018035,1024002018,10199,35,11:54:08,11:54:38
1024002018036,1024002018,10233,36,11:55:42,11:56:12
1024002018037,1024002018,10251,37,11:57:06,11:57:36
1024002018038,1024002018,10321,38,11:58:30,11:59:00
1024002018039,1024002018,10323,39,11:59:43,12:00:13
1024002018040,1024002018,10289,40,12:01:30,
1024002019001,1024002019,10165,1,,11:12:00
1024002019002,1024002019,10185,2,11:12:40,11:13:10
1024002019003,1024002019,10322,3,11:14:01,11:14:31
1024002019004,1024002019,10224,4,11:15:38,11:16:08
1024002019005,1024002019,10275,5,11:17:22,11:17:52
1024002019006,1024002019,10286,6,11:18:57,11:19:27
1024002019007,1024002019,10301,7,11:20:14,11:20:44
1024002019008,1024002019,10221,8,11:21:44,11:22:14
1024002019009,1024002019,10232,9,11:22:46,11:23:16
1024002019010,1024002019,10156,10,11:24:13,11:24:43
1024002019011,1024002019,10256,11,11:25:25,11:25:55
1024002019012,1024002019,10285,12,11:27:01,11:27:31
1024002019013,1024002019,10193,13,11:28:13,11:28:43
1024002019014,1024002019,10319,14,11:29:22,11:29:52
1024002019015,1024002019,10180,15,11:30:39,11:31:09
1024002019016,1024002019,10242,16,11:31:59,11:32:29
1024002019017,1024002019,10209,17,11:33:01,11:33:31
1024002019018,1024002019,10195,18,11:34:10,11:34:40
1024002019019,1024002019,10189,19,11:35:29,11:35:59
1024002019020,1024002019,10188,20,11:36:41,11:37:11
1024002019021,1024002019,10206,21,11:37:57,11:38:27
1024002019022,1024002019,10239,22,11:39:16,11:39:46
1024002019023,1024002019,10176,23,11:40:31,11:41:01
1024002019024,1024002019,10260,24,11:42:15,11:42:45
1024002019025,1024002019,10254,25,11:43:31,11:44:01
1024002019026,1024002019,10217,26,11:44:38,11:45:08
1024002019027,1024002019,10307,27,11:46:06,11:46:36
1024002019028,1024002019,10228,28,11:47:55,11:48:25
1024002019029,1024002019,10279,29,11:49:28,11:49:58
1024002019030,1024002019,10236,30,11:50:40,11:51:10
1024002019031,1024002019,10160,31,11:52:06,11:52:36
1024002019032,1024002019,10218,32,11:53:19,11:53:49
1024002019033,1024002019,10194,33,11:55:11,11:55:41
1024002019034,1024002019,10274,34,11:56:36,11:57:06
1024002019035,1024002019,10199,35,11:58:08,11:58:38
1024002019036,1024002019,10233,36,11:59:42,12:00:12
1024002019037,1024002019,10251,37,12:01:06,12:01:36
1024002019038,1024002019,10321,38,12:02:30,12:03:00
1024002019039,1024002019,10323,39,12:03:43,12:04:13
1024002019040,1024002019,10289,40,12:05:30,
1024002020001,1024002020,10165,1,,11:16:00
1024002020002,1024002020,10185,2,11:16:40,11:17:10
1024002020003,1024002020,10322,3,11:18:01,11:18:31
1024002020004,1024002020,10224,4,11:19:38,11:20:08
1024002020005,1024002020,10275,5,11:21:22,11:21:52
1024002020006,1024002020,10286,6,11:22:57,11:23:27
1024002020007,1024002020,10301,7,11:24:14,11:24:44
1024002020008,1024002020,10221,8,11:25:44,11:26:14
1024002020009,1024002020,10232,9,11:26:46,11:27:16
1024002020010,1024002020,10156,10,11:28:13,11:28:43
1024002020011,1024002020,10256,11,11:29:25,11:29:55
1024002020012,1024002020,10285,12,11:31:01,11:31:31
1024002020013,1024002020,10193,13,11:32:13,11:32:43
1024002020014,1024002020,10319,14,11:33:22,11:33:52
1024002020015,1024002020,10180,15,11:34:39,11:35:09
1024002020016,1024002020,10242,16,11:35:59,11:36:29
1024002020017,1024002020,10209,17,11:37:01,11:37:31
1024002020018,1024002020,10195,18,11:38:10,11:38:40
1024002020019,1024002020,10189,19,11:39:29,11:39:59
1024002020020,1024002020,10188,20,11:40:41,11:41:11
1024002020021,1024002020,10206,21,11:41:57,11:42:27
1024002020022,1024002020,10239,22,11:43:16,11:43:46
1024002020023,1024002020,10176,23,11:44:31,11:45:01
1024002020024,1024002020,10260,24,11:46:15,11:46:45
1024002020025,1024002020,10254,25,11:47:31,11:48:01
1024002020026,1024002020,10217,26,11:48:38,11:49:08
1024002020027,1024002020,10307,27,11:50:06,11:50:36
1024002020028,1024002020,10228,28,11:51:55,11:52:25
1024002020029,1024002020,10279,29,11:53:28,11:53:58
1024002020030,1024002020,10236,30,11:54:40,11:55:10
1024002020031,1024002020,10160,31,11:56:06,11:56:36
1024002020032,1024002020,10218,32,11:57:19,11:57:49
1024002020033,1024002020,10194,33,11:59:11,11:59:41
1024002020034,1024002020,10274,34,12:00:36,12:01:06
1024002020035,1024002020,10199,35,12:02:08,12:02:38
1024002020036,1024002020,10233,36,12:03:42,12:04:12
1024002020037,1024002020,10251,37,12:05:06,12:05:36
1024002020038,1024002020,10321,38,12:06:30,12:07:00
1024002020039,1024002020,10323,39,12:07:43,12:08:13
1024002020040,1024002020,10289,40,12:09:30,
1024002021001,1024002021,10165,1,,11:20:00
1024002021002,1024002021,10185,2,11:20:40,11:21:10
1024002021003,1024002021,10322,3,11:22:01,11:22:31
1024002021004,1024002021,10224,4,11:23:38,11:24:08
1024002021005,1024002021,10275,5,11:25:22,11:25:52
1024002021006,1024002021,10286,6,11:26:57,11:27:27
1024002021007,1024002021,10301,7,11:28:14,11:28:44
1024002021008,1024002021,10221,8,11:29:44,11:30:14
1024002021009,1024002021,10232,9,11:30:46,11:31:16
1024002021010,1024002021,10156,10,11:32:13,11:32:43
1024002021011,1024002021,10256,11,11:33:25,11:33:55
1024002021012,1024002021,10285,12,11:35:01,11:35:31
1024002021013,1024002021,10193,13,11:36:13,11:36:43
1024002021014,1024002021,10319,14,11:37:22,11:37:52
1024002021015,1024002021,10180,15,11:38:39,11:39:09
1024002021016,1024002021,10242,16,11:39:59,11:40:29
1024002021017,1024002021,10209,17,11:41:01,11:41:31
1024002021018,1024002021,10195,18,11:42:10,11:42:40
1024002021019,1024002021,10189,19,11:43:29,11:43:59
1024002021020,1024002021,10188,20,11:44:41,11:45:11
1024002021021,1024002021,10206,21,11:45:57,11:46:27
1024002021022,1024002021,10239,22,11:47:16,11:47:46
1024002021023,1024002021,10176,23,11:48:31,11:49:01
1024002021024,1024002021,10260,24,11:50:15,11:50:45
1024002021025,1024002021,10254,25,11:51:31,11:52:01
1024002021026,1024002021,10217,26,11:52:38,11:53:08
1024002021027,1024002021,10307,27,11:54:06,11:54:36
1024002021028,1024002021,10228,28,11:55:55,11:56:25
1024002021029,1024002021,10279,29,11:57:28,11:57:58
1024002021030,1024002021,10236,30,11:58:40,11:59:10
1024002021031,1024002021,10160,31,12:00:06,12:00:36
1024002021032,1024002021,10218,32,12:01:19,12:01:49
1024002021033,1024002021,10194,33,12:03:11,12:03:41
1024002021034,1024002021,10274,34,12:04:36,12:05:06
1024002021035,1024002021,10199,35,12:06:08,12:06:38
1024002021036,1024002021,10233,36,12:07:42,12:08:12
1024002021037,1024002021,10251,37,12:09:06,12:09:36
1024002021038,1024002021,10321,38,12:10:30,12:11:00
1024002021039,1024002021,10323,39,12:11:43,12:12:13
1024002021040,1024002021,10289,40,12:13:30,
1024002022001,1024002022,10165,1,,11:24:00
1024002022002,1024002022,10185,2,11:24:40,11:25:10
1024002022003,1024002022,10322,3,11:26:01,11:26:31
1024002022004,1024002022,10224,4,11:27:38,11:28:08
1024002022005,1024002022,10275,5,11:29:22,11:29:52
1024002022006,1024002022,10286,6,11:30:57,11:31:27
1024002022007,1024002022,10301,7,11:32:14,11:32:44
1024002022008,1024002022,10221,8,11:33:44,11:34:14
1024002022009,1024002022,10232,9,11:34:46,11:35:16
1024002022010,1024002022,10156,10,11:36:13,11:36:43
1024002022011,1024002022,10256,11,11:37:25,11:37:55
1024002022012,1024002022,10285,12,11:39:01,11:39:31
1024002022013,1024002022,10193,13,11:40:13,11:40:43
1024002022014,1024002022,10319,14,11:41:22,11:41:52
1024002022015,1024002022,10180,15,11:42:39,11:43:09
1024002022016,1024002022,10242,16,11:43:59,11:44:29
1024002022017,1024002022,10209,17,11:45:01,11:45:31
1024002022018,1024002022,10195,18,11:46:10,11:46:40
1024002022019,1024002022,10189,19,11:47:29,11:47:59
1024002022020,1024002022,10188,20,11:48:41,11:49:11
1024002022021,1024002022,10206,21,11:49:57,11:50:27
1024002022022,1024002022,10239,22,11:51:16,11:51:46
1024002022023,1024002022,10176,23,11:52:31,11:53:01
1024002022024,1024002022,10260,24,11:54:15,11:54:45
1024002022025,1024002022,10254,25,11:55:31,11:56:01
1024002022026,1024002022,10217,26,11:56:38,11:57:08
1024002022027,1024002022,10307,27,11:58:06,11:58:36
1024002022028,1024002022,10228,28,11:59:55,12:00:25
1024002022029,1024002022,10279,29,12:01:28,12:01:58
1024002022030,1024002022,10236,30,12:02:40,12:03:10
1024002022031,1024002022,10160,31,12:04:06,12:04:36
1024002022032,1024002022,10218,32,12:05:19,12:05:49
1024002022033,1024002022,10194,33,12:07:11,12:07:41
1024002022034,1024002022,10274,34,12:08:36,12:09:06
1024002022035,1024002022,10199,35,12:10:08,12:10:38
1024002022036,1024002022,10233,36,12:11:42,12:12:12
1024002022037,1024002022,10251,37,12:13:06,12:13:36
1024002022038,1024002022,10321,38,12:14:30,12:15:00
1024002022039,1024002022,10323,39,12:15:43,12:16:13
1024002022040,1024002022,10289,40,12:17:30,
1024002023001,1024002023,10165,1,,11:28:00
1024002023002,1024002023,10185,2,11:28:40,11:29:10
1024002023003,1024002023,10322,3,11:30:01,11:30:31
1024002023004,1024002023,10224,4,11:31:38,11:32:08
1024002023005,1024002023,10275,5,11:33:22,11:33:52
1024002023006,1024002023,10286,6,11:34:57,11:35:27
1024002023007,1024002023,10301,7,11:36:14,11:36:44
1024002023008,1024002023,10221,8,11:37:44,11:38:14
1024002023009,1024002023,10232,9,11:38:46,11:39:16
1024002023010,1024002023,10156,10,11:40:13,11:40:43
1024002023011,1024002023,10256,11,11:41:25,11:41:55
1024002023012,1024002023,10285,12,11:43:01,11:43:31
1024002023013,1024002023,10193,13,11:44:13,11:44:43
1024002023014,1024002023,10319,14,11:45:22,11:45:52
1024002023015,1024002023,10180,15,11:46:39,11:47:09
1024002023016,1024002023,10242,16,11:47:59,11:48:29
1024002023017,1024002023,10209,17,11:49:01,11:49:31
1024002023018,1024002023,10195,18,11:50:10,11:50:40
1024002023019,1024002023,10189,19,11:51:29,11:51:59
1024002023020,1024002023,10188,20,11:52:41,11:53:11
1024002023021,1024002023,10206,21,11:53:57,11:54:27
1024002023022,1024002023,10239,22,11:55:16,11:55:46
1024002023023,1024002023,10176,23,11:56:31,11:57:01
1024002023024,1024002023,10260,24,11:58:15,11:58:45
1024002023025,1024002023,10254,25,11:59:31,12:00:01
1024002023026,1024002023,10217,26,12:00:38,12:01:08
1024002023027,1024002023,10307,27,12:02:06,12:02:36
1024002023028,1024002023,10228,28,12:03:55,12:04:25
1024002023029,1024002023,10279,29,12:05:28,12:05:58
1024002023030,1024002023,10236,30,12:06:40,12:07:10
1024002023031,1024002023,10160,31,12:08:06,12:08:36
1024002023032,1024002023,10218,32,12:09:19,12:09:49
1024002023033,1024002023,10194,33,12:11:11,12:11:41
1024002023034,1024002023,10274,34,12:12:36,12:13:06
1024002023035,1024002023,10199,35,12:14:08,12:14:38
1024002023036,1024002023,10233,36,12:15:42,12:16:12
1024002023037,1024002023,10251,37,12:17:06,12:17:36
1024002023038,1024002023,10321,38,12:18:30,12:19:00
1024002023039,1024002023,10323,39,12:19:43,12:20:13
1024002023040,1024002023,10289,40,12:21:30,
1024002024001,1024002024,10165,1,,11:32:00
1024002024002,1024002024,10185,2,11:32:40,11:33:10
1024002024003,1024002024,10322,3,11:34:01,11:34:31
1024002024004,1024002024,10224,4,11:35:38,11:36:08
1024002024005,1024002024,10275,5,11:37:22,11:37:52
1024002024006,1024002024,10286,6,11:38:57,11:39:27
1024002024007,1024002024,10301,7,11:40:14,11:40:44
1024002024008,1024002024,10221,8,11:41:44,11:42:14
1024002024009,1024002024,10232,9,11:42:46,11:43:16
1024002024010,1024002024,10156,10,11:44:13,11:44:43
1024002024011,1024002024,10256,11,11:45:25,11:45:55
1024002024012,1024002024,10285,12,11:47:01,11:47:31
1024002024013,1024002024,10193,13,11:48:13,11:48:43
1024002024014,1024002024,10319,14,11:49:22,11:49:52
1024002024015,1024002024,10180,15,11:50:39,11:51:09
1024002024016,1024002024,10242,16,11:51:59,11:52:29
1024002024017,1024002024,10209,17,11:53:01,11:53:31
1024002024018,1024002024,10195,18,11:54:10,11:54:40
1024002024019,1024002024,10189,19,11:55:29,11:55:59
1024002024020,1024002024,10188,20,11:56:41,11:57:11
1024002024021,1024002024,10206,21,11:57:57,11:58:27
1024002024022,1024002024,10239,22,11:59:16,11:59:46
1024002024023,1024002024,10176,23,12:00:31,12:01:01
1024002024024,1024002024,10260,24,12:02:15,12:02:45
1024002024025,1024002024,10254,25,12:03:31,12:04:01
1024002024026,1024002024,10217,26,12:04:38,12:05:08
1024002024027,1024002024,10307,27,12:06:06,12:06:36
1024002024028,1024002024,10228,28,12:07:55,12:08:25
1024002024029,1024002024,10279,29,12:09:28,12:09:58
1024002024030,1024002024,10236,30,12:10:40,12:11:10
1024002024031,1024002024,10160,31,12:12:06,12:12:36
1024002024032,1024002024,10218,32,12:13:19,12:13:49
1024002024033,1024002024,10194,33,12:15:11,12:15:41
1024002024034,1024002024,10274,34,12:16:36,12:17:06
1024002024035,1024002024,10199,35,12:18:08,12:18:38
1024002024036,1024002024,10233,36,12:19:42,12:20:12
1024002024037,1024002024,10251,37,12:21:06,12:21:36
1024002024038,1024002024,10321,38,12:22:30,12:23:00
1024002024039,1024002024,10323,39,12:23:43,12:24:13
1024002024040,1024002024,10289,40,12:25:30,
1024002025001,1024002025,10165,1,,11:36:00
1024002025002,1024002025,10185,2,11:36:40,11:37:10
1024002025003,1024002025,10322,3,11:38:01,11:38:31
1024002025004,1024002025,10224,4,11:39:38,11:40:08
1024002025005,1024002025,10275,5,11:41:22,11:41:52
1024002025006,1024002025,10286,6,11:42:57,11:43:27
1024002025007,1024002025,10301,7,11:44:14,11:44:44
1024002025008,1024002025,10221,8,11:45:44,11:46:14
1024002025009,1024002025,10232,9,11:46:46,11:47:16
1024002025010,1024002025,10156,10,11:48:13,11:48:43
1024002025011,1024002025,10256,11,11:49:25,11:49:55
1024002025012,1024002025,10285,12,11:51:01,11:51:31
1024002025013,1024002025,10193,13,11:52:13,11:52:43
1024002025014,1024002025,10319,14,11:53:22,11:53:52
1024002025015,1024002025,10180,15,11:54:39,11:55:09
1024002025016,1024002025,10242,16,11:55:59,11:56:29
1024002025017,1024002025,10209,17,11:57:01,11:57:31
1024002025018,1024002025,10195,18,11:58:10,11:58:40
1024002025019,1024002025,10189,19,11:59:29,11:59:59
1024002025020,1024002025,10188,20,12:00:41,12:01:11
1024002025021,1024002025,10206,21,12:01:57,12:02:27
1024002025022,1024002025,10239,22,12:03:16,12:03:46
1024002025023,1024002025,10176,23,12:04:31,12:05:01
1024002025024,1024002025,10260,24,12:06:15,12:06:45
1024002025025,1024002025,10254,25,12:07:31,12:08:01
1024002025026,1024002025,10217,26,12:08:38,12:09:08
1024002025027,1024002025,10307,27,12:10:06,12:10:36
1024002025028,1024002025,10228,28,12:11:55,12:12:25
1024002025029,1024002025,10279,29,12:13:28,12:13:58
1024002025030,1024002025,10236,30,12:14:40,12:15:10
1024002025031,1024002025,10160,31,12:16:06,12:16:36
1024002025032,1024002025,10218,32,12:17:19,12:17:49
1024002025033,1024002025,10194,33,12:19:11,12:19:41
1024002025034,1024002025,10274,34,12:20:36,12:21:06
1024002025035,1024002025,10199,35,12:22:08,12:22:38
1024002025036,1024002025,10233,36,12:23:42,12:24:12
1024002025037,1024002025,10251,37,12:25:06,12:25:36
1024002025038,1024002025,10321,38,12:26:30,12:27:00
1024002025039,1024002025,10323,39,12:27:43,12:28:13
1024002025040,1024002025,10289,40,12:29:30,
1024002026001,1024002026,10165,1,,11:40:00
1024002026002,1024002026,10185,2,11:40:40,11:41:10
1024002026003,1024002026,10322,3,11:42:01,11:42:31
1024002026004,1024002026,10224,4,11:43:38,11:44:08
1024002026005,1024002026,10275,5,11:45:22,11:45:52
1024002026006,1024002026,10286,6,11:46:57,11:47:27
1024002026007,1024002026,10301,7,11:48:14,11:48:44
1024002026008,1024002026,10221,8,11:49:44,11:50:14
1024002026009,1024002026,10232,9,11:50:46,11:51:16
1024002026010,1024002026,10156,10,11:52:13,11:52:43
1024002026011,1024002026,10256,11,11:53:25,11:53:55
1024002026012,1024002026,10285,12,11:55:01,11:55:31
1024002026013,1024002026,10193,13,11:56:13,11:56:43
1024002026014,1024002026,10319,14,11:57:22,11:57:52
1024002026015,1024002026,10180,15,11:58:39,11:59:09
1024002026016,1024002026,10242,16,11:59:59,12:00:29
1024002026017,1024002026,10209,17,12:01:01,12:01:31
1024002026018,1024002026,10195,18,12:02:10,12:02:40
1024002026019,1024002026,10189,19,12:03:29,12:03:59
1024002026020,1024002026,10188,20,12:04:41,12:05:11
1024002026021,1024002026,10206,21,12:05:57,12:06:27
1024002026022,1024002026,10239,22,12:07:16,12:07:46
1024002026023,1024002026,10176,23,12:08:31,12:09:01
1024002026024,1024002026,10260,24,12:10:15,12:10:45
1024002026025,1024002026,10254,25,12:11:31,12:12:01
1024002026026,1024002026,10217,26,12:12:38,12:13:08
1024002026027,1024002026,10307,27,12:14:06,12:14:36
1024002026028,1024002026,10228,28,12:15:55,12:16:25
1024002026029,1024002026,10279,29,12:17:28,12:17:58
1024002026030,1024002026,10236,30,12:18:40,12:19:10
1024002026031,1024002026,10160,31,12:20:06,12:20:36
1024002026032,1024002026,10218,32,12:21:19,12:21:49
1024002026033,1024002026,10194,33,12:23:11,12:23:41
1024002026034,1024002026,10274,34,12:24:36,12:25:06
1024002026035,1024002026,10199,35,12:26:08,12:26:38
1024002026036,1024002026,10233,36,12:27:42,12:28:12
1024002026037,1024002026,10251,37,12:29:06,12:29:36
1024002026038,1024002026,10321,38,12:30:30,12:31:00
1024002026039,1024002026,10323,39,12:31:43,12:32:13
1024002026040,1024002026,10289,40,12:33:30,
1024002027001,1024002027,10165,1,,11:44:00
1024002027002,1024002027,10185,2,11:44:40,11:45:10
1024002027003,1024002027,10322,3,11:46:01,11:46:31
1024002027004,1024002027,10224,4,11:47:38,11:48:08
1024002027005,1024002027,10275,5,11:49:22,11:49:52
1024002027006,1024002027,10286,6,11:50:57,11:51:27
1024002027007,1024002027,10301,7,11:52:14,11:52:44
1024002027008,1024002027,10221,8,11:53:44,11:54:14
1024002027009,1024002027,10232,9,11:54:46,11:55:16
1024002027010,1024002027,10156,10,11:56:13,11:56:43
1024002027011,1024002027,10256,11,11:57:25,11:57:55
1024002027012,1024002027,10285,12,11:59:01,11:59:31
1024002027013,1024002027,10193,13,12:00:13,12:00:43
1024002027014,1024002027,10319,14,12:01:22,12:01:52
1024002027015,1024002027,10180,15,12:02:39,12:03:09
1024002027016,1024002027,10242,16,12:03:59,12:04:29
1024002027017,1024002027,10209,17,12:05:01,12:05:31
1024002027018,1024002027,10195,18,12:06:10,12:06:40
1024002027019,1024002027,10189,19,12:07:29,12:07:59
1024002027020,1024002027,10188,20,12:08:41,12:09:11
1024002027021,1024002027,10206,21,12:09:57,12:10:27
1024002027022,1024002027,10239,22,12:11:16,12:11:46
1024002027023,1024002027,10176,23,12:12:31,12:13:01
1024002027024,1024002027,10260,24,12:14:15,12:14:45
1024002027025,1024002027,10254,25,12:15:31,12:16:01
1024002027026,1024002027,10217,26,12:16:38,12:17:08
1024002027027,1024002027,10307,27,12:18:06,12:18:36
1024002027028,1024002027,10228,28,12:19:55,12:20:25
1024002027029,1024002027,10279,29,12:21:28,12:21:58
1024002027030,1024002027,10236,30,12:22:40,12:23:10
1024002027031,1024002027,10160,31,12:24:06,12:24:36
1024002027032,1024002027,10218,32,12:25:19,12:25:49
1024002027033,1024002027,10194,33,12:27:11,12:27:41
1024002027034,1024002027,10274,34,12:28:36,12:29:06
1024002027035,1024002027,10199,35,12:30:08,12:30:38
1024002027036,1024002027,10233,36,12:31:42,12:32:12
1024002027037,1024002027,10251,37,12:33:06,12:33:36
1024002027038,1024002027,10321,38,12:34:30,12:35:00
1024002027039,1024002027,10323,39,12:35:43,12:36:13
1024002027040,1024002027,10289,40,12:37:30,
1024002028001,1024002028,10165,1,,11:48:00
1024002028002,1024002028,10185,2,11:48:40,11:49:10
1024002028003,1024002028,10322,3,11:50:01,11:50:31
1024002028004,1024002028,10224,4,11:51:38,11:52:08
1024002028005,1024002028,10275,5,11:53:22,11:53:52
1024002028006,1024002028,10286,6,11:54:57,11:55:27
1024002028007,1024002028,10301,7,11:56:14,11:56:44
1024002028008,1024002028,10221,8,11:57:44,11:58:14
1024002028009,1024002028,10232,9,11:58:46,11:59:16
1024002028010,1024002028,10156,10,12:00:13,12:00:43
1024002028011,1024002028,10256,11,12:01:25,12:01:55
1024002028012,1024002028,10285,12,12:03:01,12:03:31
1024002028013,1024002028,10193,13,12:04:13,12:04:43
1024002028014,1024002028,10319,14,12:05:22,12:05:52
